abstract,1,2,3,4,5,6,7,8,9,10,Nada,Henry,Bacteria,Protein
10628327.txt,0,0,0,0,0,0,0,0,0,0,,,,
10630305.txt,0,0,0,0,0,0,0,0,0,0,,,,
10631954.txt,0,0,0,0,0,0,0,0,0,0,,,,
10632336.txt,0,0,0,0,0,0,0,0,0,0,,,,
10632663.txt,0,0,0,0,0,0,0,0,0,0,,,,
10635282.txt,0,0,0,0,0,0,0,0,0,0,,,,
10635286.txt,0,0,0,0,0,0,0,0,0,0,,,,
10637092.txt,0,0,0,0,0,0,0,0,0,0,,,,
10639447.txt,0,0,0,0,0,0,0,0,0,0,,,,
10645229.txt,0,0,0,0,0,0,0,0,0,0,,,,
10654016.txt,0,0,0,0,0,0,0,0,0,0,,,,
10655404.txt,0,0,0,0,0,0,0,0,0,0,,,,
10660291.txt,0,0,0,0,0,0,0,0,0,0,,,,
10662792.txt,0,0,0,0,0,0,0,0,0,0,,,,
10672830.txt,0,0,0,0,0,0,0,0,0,0,,,,
10675598.txt,0,0,0,0,0,0,0,0,0,0,,,,
10679093.txt,0,0,0,0,0,0,0,0,0,0,,,,
10681590.txt,0,0,0,0,0,0,0,0,0,0,,,,
10684604.txt,0,0,0,0,0,0,0,0,0,0,,,,
10684862.txt,0,0,0,0,0,0,0,0,0,0,,,,
10687343.txt,0,0,0,0,0,0,0,0,0,0,,,,
10688899.txt,0,0,0,0,0,0,0,0,0,0,,,,
10689125.txt,0,0,0,0,0,0,0,0,0,0,,,,
10692120.txt,1,1,1,1,1,1,1,1,1,1,0,0,,
10692589.txt,0,0,0,0,0,0,0,0,0,0,,,,
10698302.txt,0,0,0,0,0,0,0,0,0,0,,,,
10702217.txt,0,0,0,0,0,0,0,0,0,0,,,,
10703604.txt,0,0,0,0,0,0,0,0,0,0,,,,
10706673.txt,0,0,0,0,0,0,0,0,0,0,,,,
10708766.txt,0,0,0,0,0,0,0,0,0,0,,,,
10717314.txt,0,0,0,0,0,0,0,0,0,0,,,,
10717804.txt,0,0,0,0,0,0,0,0,0,0,,,,
10720548.txt,0,0,0,0,0,0,0,0,0,0,,,,
10725724.txt,0,0,0,0,0,0,0,0,0,0,,,,
10725811.txt,0,0,0,0,0,0,0,0,0,0,,,,
10727888.txt,0,0,0,0,0,0,0,0,0,0,,,,
10733880.txt,0,0,0,0,0,0,0,0,0,0,,,,
10735999.txt,0,0,0,0,0,0,0,0,0,0,,,,
10736090.txt,0,0,0,0,0,0,0,0,0,0,,,,
10739347.txt,0,0,0,0,0,0,0,0,0,0,,,,
10744701.txt,0,0,0,0,0,0,0,0,0,0,,,,
10751424.txt,0,0,0,0,0,0,0,0,0,0,,,,
10753441.txt,0,0,0,0,0,0,0,0,0,0,,,,
10755625.txt,0,0,0,0,0,0,0,0,0,0,,,,
10756366.txt,0,0,0,0,0,0,0,0,0,0,,,,
10758795.txt,0,0,0,0,0,0,0,0,0,0,,,,
10760288.txt,0,0,0,0,0,0,0,0,0,0,,,,
10762565.txt,0,0,0,0,0,0,0,0,0,0,,,,
10764335.txt,0,0,0,0,0,0,0,0,0,0,,,,
10766338.txt,0,0,0,0,0,0,0,0,0,0,,,,
10768949.txt,0,0,0,0,0,0,0,0,0,0,,,,
10768965.txt,0,0,0,0,0,0,0,0,0,0,,,,
10768988.txt,0,0,0,0,0,0,0,0,0,0,,,,
10771933.txt,0,0,0,0,0,0,0,0,0,0,,,,
10773753.txt,0,0,0,0,0,0,0,0,0,0,,,,
10774747.txt,0,0,0,0,0,0,0,0,0,0,,,,
10777567.txt,0,0,0,0,0,0,0,0,0,0,,,,
10779326.txt,0,0,0,0,0,0,0,0,0,0,,,,
10779774.txt,0,0,0,0,0,0,0,0,0,0,,,,
10788346.txt,0,0,0,0,0,0,0,0,0,0,,,,
10788676.txt,0,0,0,0,0,0,0,0,0,0,,,,
10793748.txt,0,0,0,0,0,0,0,0,0,0,,,,
10800246.txt,0,0,0,0,0,0,0,0,0,0,,,,
10801796.txt,0,0,0,0,0,0,0,0,0,0,,,,
10803699.txt,0,0,0,0,0,0,0,0,0,0,,,,
10804218.txt,0,0,0,0,0,0,0,0,0,0,,,,
10805975.txt,0,0,0,0,0,0,0,0,0,0,,,,
10807402.txt,0,0,0,0,0,1,0,1,0,1,2,2,H. pylori,PGE2 & COX-2
10809673.txt,0,0,0,0,0,0,0,0,0,0,,,,
10813532.txt,0,0,0,0,0,0,0,0,0,0,,,,
10816483.txt,0,0,0,0,0,0,0,0,0,0,,,,
10817229.txt,0,0,0,0,0,0,0,0,0,0,,,,
10817902.txt,0,0,0,0,0,0,0,0,0,0,,,,
10820258.txt,0,0,0,0,0,0,0,0,0,0,,,,
10825209.txt,0,0,0,0,0,0,0,0,0,0,,,,
10825531.txt,0,0,0,0,0,0,0,0,0,0,,,,
10827518.txt,0,0,0,0,0,0,0,0,0,0,,,,
10828880.txt,0,0,0,0,0,0,0,0,0,0,,,,
10829070.txt,0,0,0,0,0,0,0,0,0,0,,,,
10830013.txt,0,0,0,0,0,0,0,0,0,0,,,,
10836206.txt,0,0,0,0,0,0,0,0,0,0,,,,
10837369.txt,0,0,0,0,0,0,0,0,0,0,,,,
10838713.txt,0,0,0,0,0,0,0,0,0,0,,,,
10841084.txt,0,0,0,0,0,0,0,0,0,0,,,,
10845720.txt,0,0,0,0,0,0,0,0,0,0,,,,
10848672.txt,0,0,0,0,0,0,0,0,0,0,,,,
10850987.txt,0,0,0,0,0,0,0,0,0,0,,,,
10851916.txt,0,0,0,0,0,0,0,0,0,0,,,,
10852387.txt,0,0,0,0,0,0,0,0,0,0,,,,
10852390.txt,0,0,0,0,0,0,0,0,0,0,,,,
10852916.txt,0,0,0,0,0,0,0,0,0,0,,,,
10852957.txt,0,0,0,0,0,0,0,0,0,0,,,,
10854626.txt,0,0,0,0,0,0,0,0,0,0,,,,
10858199.txt,0,0,0,0,0,0,0,0,0,0,,,,
10858247.txt,0,0,0,0,0,1,0,1,1,1,0,2,Pseudomonas aeruginosa,"ELR(+) CXC chemokines, KC, MIP-2, LIX"
10858337.txt,0,0,0,0,0,0,0,0,0,0,,,,
10861072.txt,0,0,0,0,1,1,1,0,1,1,0,0,,
10861079.txt,0,0,0,0,0,0,0,0,0,0,,,,
10871416.txt,0,0,0,0,0,0,0,0,0,0,,,,
10872892.txt,0,0,0,0,0,0,0,0,0,0,,,,
10873429.txt,0,0,0,0,0,0,0,0,0,0,,,,
10876091.txt,0,0,0,0,0,0,0,0,0,0,,,,
10878367.txt,0,0,0,0,0,0,0,0,0,0,,,,
10880524.txt,0,0,0,0,0,0,0,0,0,0,,,,
10883301.txt,0,0,0,0,0,0,0,0,0,0,,,,
10886401.txt,0,0,0,0,0,0,0,0,0,0,,,,
10887134.txt,0,0,0,0,0,0,0,0,0,0,,,,
10888601.txt,0,0,0,0,0,0,0,0,0,0,,,,
10889916.txt,0,0,0,0,0,0,0,0,0,0,,,,
10891657.txt,0,0,0,0,0,0,0,0,0,0,,,,
10892745.txt,0,0,0,0,0,0,0,0,0,0,,,,
10895730.txt,0,0,0,0,0,0,0,0,0,0,,,,
10898517.txt,0,0,0,0,0,0,0,0,0,0,,,,
10898717.txt,0,0,0,0,0,0,0,0,0,0,,,,
10901161.txt,0,0,0,0,0,0,0,0,0,0,,,,
10904879.txt,0,0,0,0,0,0,0,0,0,0,,,,
10906432.txt,0,0,0,0,0,0,0,0,0,0,,,,
109130.txt,0,0,0,0,0,0,0,0,0,0,,,,
10913316.txt,0,0,0,0,0,0,0,0,0,0,,,,
10913626.txt,0,0,0,0,0,0,0,0,0,0,,,,
10918979.txt,0,0,0,0,0,0,0,0,0,0,,,,
10918981.txt,0,0,0,0,0,0,0,0,0,0,,,,
10922042.txt,0,0,0,0,0,0,0,0,0,0,,,,
10922379.txt,0,0,0,0,0,0,0,0,0,0,,,,
1092546.txt,0,0,0,0,0,0,0,0,0,0,,,,
10931129.txt,0,0,0,0,0,0,0,0,0,1,,,,
10931143.txt,0,0,0,0,0,0,0,0,0,0,,,,
10932247.txt,0,0,0,0,0,0,0,0,0,0,,,,
10934075.txt,0,0,0,0,0,0,0,0,0,0,,,,
10934467.txt,0,0,0,0,0,0,0,0,0,0,,,,
10936621.txt,0,0,0,0,0,0,0,0,0,0,,,,
10938133.txt,0,0,0,0,0,0,0,0,0,0,,,,
10939271.txt,0,0,0,0,0,0,0,0,0,0,,,,
1094197.txt,0,0,0,0,0,0,0,0,0,0,,,,
10942800.txt,0,0,0,0,0,0,0,0,0,0,,,,
10944491.txt,0,0,0,0,0,0,0,0,0,0,,,,
10944802.txt,0,0,0,0,0,0,0,0,0,0,,,,
10945782.txt,0,0,0,0,0,0,0,0,0,0,,,,
10948173.txt,1,0,0,0,1,1,0,1,0,1,2,2,Helicobacter pylori ,hBD-2 
10950785.txt,1,0,0,0,1,1,1,1,1,1,2,2,tuberculosis,CXCR2
10954736.txt,0,0,0,0,0,0,0,0,0,0,,,,
10960090.txt,0,0,0,0,0,0,0,0,0,0,,,,
10961952.txt,0,0,0,0,0,0,0,0,0,0,,,,
10966427.txt,0,0,0,0,0,0,0,0,0,0,,,,
10970094.txt,0,0,0,0,0,0,0,0,0,0,,,,
10970874.txt,0,0,0,0,0,0,0,0,0,0,,,,
1097424.txt,0,0,0,0,0,0,0,0,0,0,,,,
10974702.txt,0,0,0,0,0,0,0,0,0,0,,,,
10975572.txt,0,0,0,0,0,0,0,0,0,0,,,,
10979931.txt,0,0,0,0,0,0,0,0,0,0,,,,
10982250.txt,0,0,0,0,0,0,0,0,0,0,,,,
10984403.txt,0,0,0,0,0,0,0,0,0,0,,,,
10989191.txt,0,0,0,0,0,0,0,0,0,0,,,,
10989309.txt,1,1,1,1,1,1,1,1,1,1,0,0,,
10995071.txt,0,0,0,0,0,0,0,0,0,0,,,,
11005092.txt,0,0,0,0,0,0,0,0,0,0,,,,
11006105.txt,0,0,0,0,0,0,0,0,0,0,,,,
11007364.txt,0,0,0,0,0,0,0,0,0,0,,,,
11009107.txt,0,0,0,0,0,0,0,0,0,0,,,,
11012771.txt,0,0,0,0,0,0,0,0,0,0,,,,
11014877.txt,0,0,0,0,0,0,0,0,0,0,,,,
11014911.txt,0,0,0,0,0,0,0,0,0,0,,,,
11015446.txt,0,0,0,0,0,0,0,0,0,0,,,,
11019637.txt,0,0,0,0,0,0,0,0,0,0,,,,
11020369.txt,0,0,0,0,0,0,0,0,0,0,,,,
11020382.txt,0,0,0,0,0,0,0,0,0,0,,,,
11027137.txt,0,0,0,0,0,0,0,0,0,0,,,,
11027360.txt,0,0,0,0,0,0,0,0,0,0,,,,
11027414.txt,0,0,0,0,0,0,0,0,0,0,,,,
11027433.txt,0,0,0,0,0,0,0,0,0,0,,,,
11027663.txt,0,0,0,0,0,0,0,0,0,0,,,,
11034580.txt,0,0,0,0,0,0,0,0,0,0,,,,
11035787.txt,0,0,0,0,0,0,0,0,0,0,,,,
11042198.txt,0,0,0,0,0,0,0,0,0,0,,,,
11042269.txt,0,0,0,0,0,0,0,0,0,0,,,,
11043493.txt,0,0,0,0,0,0,0,0,0,0,,,,
1104484.txt,0,0,0,0,0,0,0,0,0,0,,,,
11046002.txt,0,0,0,0,0,0,0,0,0,0,,,,
11046052.txt,0,0,0,0,0,0,0,0,0,0,,,,
11046063.txt,0,0,0,0,0,1,1,1,0,0,0,0,,
11049748.txt,0,0,0,0,0,0,0,0,0,0,,,,
11049810.txt,0,0,0,0,0,0,0,0,0,0,,,,
11050096.txt,0,0,0,0,0,0,0,0,0,0,,,,
11052947.txt,0,0,0,0,0,0,0,0,0,0,,,,
11053875.txt,0,0,0,0,0,0,0,0,0,0,,,,
11054168.txt,0,0,0,0,0,0,0,0,0,0,,,,
11058605.txt,0,0,0,0,0,0,0,0,0,0,,,,
11060093.txt,0,0,0,0,0,0,0,0,0,0,,,,
11060257.txt,0,0,0,0,0,0,0,0,0,0,,,,
11064270.txt,0,0,0,0,0,0,0,0,0,0,,,,
11068755.txt,0,0,0,0,0,0,0,0,0,0,,,,
11071985.txt,0,0,0,0,0,0,0,0,0,0,,,,
11073931.txt,0,0,0,0,0,0,0,0,0,0,,,,
11075935.txt,0,0,0,0,0,0,0,0,0,0,,,,
11079619.txt,0,0,0,0,0,0,0,0,0,0,,,,
11081636.txt,0,0,0,0,0,0,0,0,0,0,,,,
11083777.txt,0,0,0,0,0,0,0,0,0,0,,,,
11083815.txt,0,0,0,0,0,0,0,0,0,0,,,,
11083877.txt,0,0,0,0,0,0,0,0,0,0,,,,
11085990.txt,0,0,0,0,0,0,0,0,0,0,,,,
11086039.txt,0,0,0,0,0,0,0,0,0,0,,,,
11086086.txt,0,0,0,0,0,0,0,0,0,0,,,,
11087674.txt,0,0,0,0,0,0,0,0,0,0,,,,
11090078.txt,0,0,0,0,0,0,0,0,0,0,,,,
11090089.txt,0,0,0,0,0,0,0,0,0,0,,,,
11090938.txt,0,0,0,0,0,0,0,0,0,0,,,,
11091495.txt,0,0,0,0,0,0,0,0,0,0,,,,
11092238.txt,0,0,0,0,0,0,0,0,0,0,,,,
11092865.txt,0,0,0,0,0,0,0,0,0,0,,,,
11093166.txt,0,0,0,0,0,0,0,0,0,0,,,,
11094073.txt,0,0,0,0,0,0,0,0,0,0,,,,
11098631.txt,0,0,0,0,0,0,0,0,0,0,,,,
11098929.txt,0,0,0,0,0,0,0,0,0,0,,,,
11101871.txt,0,0,0,0,0,0,0,0,0,0,,,,
11101876.txt,0,0,0,0,0,0,0,0,0,0,,,,
11104070.txt,0,0,0,0,0,0,0,0,0,0,,,,
11106249.txt,0,0,0,0,0,0,0,0,0,0,,,,
11111915.txt,0,0,0,0,0,0,0,0,0,0,,,,
11114420.txt,0,0,0,0,0,0,0,0,0,0,,,,
11117642.txt,0,0,0,0,0,0,0,0,0,0,,,,
11118860.txt,0,0,0,0,0,0,0,0,0,0,,,,
11119513.txt,0,0,0,0,0,0,0,0,0,0,,,,
11119516.txt,1,0,1,1,1,1,1,1,1,1,"2
1","2
1",Pseudomonas aeruginosa,"p59Fyn and p60Src
;CFTR"
11119722.txt,0,0,0,0,0,0,0,0,0,0,,,,
11119825.txt,0,0,0,0,0,0,0,0,0,0,,,,
11120644.txt,0,0,0,0,0,0,0,0,0,0,,,,
11120807.txt,0,0,0,0,0,0,0,0,0,0,,,,
