PubmedID,Maggie,Nandita,David,Melody,Rahul,Anshu,Samantha ,Nada,Henry,Ashwin
25533185,,,,,,,,,,0
24729610,,,,,,,,,,0
21896770,,,,,,,,,,0
21143715,,,,,,,,,,0
18410343,,,,,,,,,,0
17000779,,,,,,,,,,0
16049003,,,,,,,,,,0
14632287,,,,,,,,,,0
28433800,,,,,,,,,,0
31374128,,,,,,,,,,0
26924705,,,,,,,,,,0
26895844,,,,,,,,,,0
26449484,,,,,,,,,,0
22337896,,,,,,,,,,0
21825114,,,,,,,,,,0
14729582,,,,,,,,,,0
12464797,,,,,,,,,,0
31547144,,,,,,,,,,0
27606318,,,,,,,,,,0
25985991,,,,,,,,,,0
23927962,,,,,,,,,,0
32585151,,,,,,,,,,0
30419318,,,,,,,,,,0
27104978,,,,,,,,,,0
26968628,,,,,,,,,,0
26601717,,,,,,,,,,0
23108395,,,,,,,,,,0
22043306,,,,,,,,,0,
11585918,,,,,,,,,0,
10454630,,,,,,,,,0,
1833426,,,,,,,,,0,
2216714,,,,,,,,,0,
20222012,,,,,,,,,0,
32076794,,,,,,,,,0,
31848339,,,,,,,,,0,
31727243,,,,,,,,,0,
31249813,,,,,,,,,1,
31222337,,,,,,,,,0,
31134053,,,,,,,,,1,
30266763,,,,,,,,,0,
29426021,,,,,,,,,0,
28179106,,,,,,,,,0,
27316681,,,,,,,,,0,
26703454,,,,,,,,,0,
26459907,,,,,,,,,0,
25477879,,,,,,,,,0,
24489090,,,,,,,,,0,
24402311,,,,,,,,,0,
23548750,,,,,,,,,0,
21989355,,,,,,,,,0,
19416693,,,,,,,,,0,
19402226,,,,,,,,,0,
31072004,,,,,,,,,0,
30885956,,,,,,,,,0,
28715412,,,,,,,,,0,
28426756,,,,,,,,,0,
28281299,,,,,,,,,0,
26842594,,,,,,,,,0,
25541526,,,,,,,,,0,
25504914,,,,,,,,,0,
25302415,,,,,,,,,0,
24726878,,,,,,,,,0,
23298258,,,,,,,,,0,
22985482,,,,,,,,,0,
21767634,,,,,,,,,0,
20421446,,,,,,,,,0,
15661642,,,,,,,,,0,
15533793,,,,,,,,,0,
15111121,,,,,,,,,0,
32857324,,,,,,,,,0,
32777979,,,,,,,,,1,
32762399,,,,,,,,,0,
32116095,,1,,,,,,,1,
31488033,,,,,,,,,0,
31428591,,,,,,,,,0,
31359510,,,,,,,,,0,
31243942,,,,,,,,,0,
31233063,0,,,,,,,,,
31188588,0,,,,,,,,,
31036602,0,,,,,,,,,
31011879,0,,,,,,,,,
30982401,0,,,,,,,,,
30909789,0,,,,,,,,,
30797286,0,,,,,,,,,
30742638,0,,,,,,,,,
30721460,0,,,,,,,,,
30676840,0,,,,,,,,,
30655561,0,,,,,,,,,
30564561,0,,,,,,,,,
30335568,0,,,,,,,,,
30272335,0,,,,,,,,,
29973118,0,,,,,,,,,
29599373,0,,,,,,,,,
29520273,0,,,,,,,,,
28668392,0,,,,,,,,,
28581446,0,,,,,,,,,
28470758,0,,,,,,,,,
28442745,0,,,,,,,,,
28368721,0,,,,,,,,,
28118604,0,,,,,,,,,
27693506,0,,,,,,,,,
27658023,0,,,,,,,,,
26986695,0,,,,,,,,,
26906420,0,,,,,,,,,
26794413,0,,,,,,,,,
26537814,0,,,,,,,,,
25833742,0,,,,,,,,,
25831014,0,,,,,,,,,
25652856,0,,,,,,,,,
25486109,0,,,,,,,,,
25484098,0,,,,,,,,,
25426782,1,0,,,,,,,,
25271057,0,,,,,,,,,
25128814,0,,,,,,,,,
25126731,0,,,,,,,,,
24598403,0,,,,,,,,,
24582747,0,,,,,,,,,
24290141,0,,,,,,,,,
24119232,0,,,,,,,,,
23973919,0,,,,,,,,,
23971531,0,,,,,,,,,
23805866,0,,,,,,,,,
23195281,0,,,,,,,,,
15857831,0,,,,,,,,,
12740394,0,,,,,,,,,
30115642,0,,,,,,,,,
17013811,0,,,,,,,,,
9813065,0,,,,,,,,,
32568052,0,,,,,,,,,
30926541,0,,,,,,,,,
30822543,0,,,,,,,,,
30682029,0,,,,,,,,,
28579455,0,,,,,,,,,
28288170,0,,,,,,,,,
25556047,0,,,,,,,,,
22999844,0,,,,,,,,,
27795362,0,,,,,,,,,
26522113,0,,,,,,,,,
24996057,0,,,,,,,,,
24841487,0,,,,,,,,,
23606247,0,,,,,,,,,
20345489,0,,,,,,,,,
28348208,0,,,,,,,,,
31720875,0,,,,,,,,,
28179596,0,,,,,,,,,
21632541,0,,,,,,,,,
30510071,0,,,,,,,,,
29248470,0,,,,,,,,,
29178652,0,,,,,,,,,
29163529,0,,,,,,,,,
28931602,0,,,,,,,,,
28766990,0,,,,,,,,,
28432035,0,,,,,,,,,
27221772,0,,,,,,,,,
23861819,0,,,,,,,,,
23562614,0,,,,,,,,,
21209283,0,,,,,,,,,
15817483,0,,,,,,,,,
25764161,0,,,,,,,,,
25077071,0,,,,,,,,,
24127555,0,,,,,,,,,
23685425,0,,,,,,,,,
23228398,0,,,,,,,,,
22958291,0,,,,,,,,,
19265141,0,,,,,,,,,
17579070,0,,,,,,,,,
12672064,0,,,,,,,,,
10820258,0,,,,,,,,,
10774747,0,,,,,,,,,
28625518,0,,,,,,,,,
15213445,0,,,,,,,,,
28978023,0,,,,,,,,,
28302172,1,0,,,,,,,,
28455373,0,,,,,,,,,
27666388,0,,,,,,,,,
25849986,0,,,,,,,,,
21908606,0,,,,,,,,,
33069716,0,,,,,,,,,
32935984,,,,,,,0,,,
32919122,,,,,,,0,,,
32841666,,,,,,,0,,,
32698413,,,,,,,0,,,
32405958,,,,,,,0,,,
32251275,,,,,,,0,,,
31887979,,,,,,,0,,,
31857956,,,,,,,0,,,
31656492,,,,,,,0,,,
31614841,,,,,,,0,,,
31601165,,,,,,,0,,,
31560378,,,,,,,0,,,
31492962,,,,,,,0,,,
31462100,,,,,,,0,,,
31385305,,,,,,,0,,,
31353650,,,,,,,0,,,
31303954,,,,,,,0,,,
31199855,,,,,,,0,,,
31182484,,,,,,,0,,,
30917501,,,,,,,0,,,
30906626,,,,,,,0,,,
30849500,,,,,,,0,,,
30718738,,,,,,,0,,,
30599112,,,,,,,0,,,
30506938,,,,,,,N/a abstract,,,
30340417,,,,,,,0,,,
30274155,,,,,,,0,,,
30251331,,,,,,,N/A abstract,,,
30151056,,,,,,,0,,,
30144559,,,,,,,0,,,
30091094,,,,,,,0,,,
30086344,,,,,,,0,,,
30068281,,,,,,,0,,,
30066040,,,,,,,0,,,
30063082,,,,,,,0,,,
29939728,,,,,,,0,,,
29861455,,,,,,,0,,,
29769837,,,,,,,0,,,
29731713,,,,,,,0,,,
29632075,,,,,,,0,,,
29594624,,,,,,,0,,,
29480347,,,,,,,0,,,
29417271,,,,,,,0,,,
29404886,,,,,,,0,,,
29382080,,,,,,,0,,,
29364169,,,,,,,0,,,
29295496,,,,,,,0,,,
29265378,,,,,,,0,,,
29253595,,,,,,,0,,,
29188435,,,,,,,0,,,
29086165,,,,,,,0,,,
29059433,,,,,,,0,,,
29038055,,,,,,,0,,,
29027691,,,,,,,0,,,
28974040,,,,,,,0,,,
28837088,,,,,,,0,,,
28815408,,,,,,,0,,,
28699699,,,,,,,0,,,
28546114,,,,,,,0,,,
28302170,,,,,,,0,,,
28289911,,,,,,,0,,,
28070325,,,,,,,0,,,
27999336,,,,,,,0,,,
27897270,,,,,,,0,,,
27879050,,,,,,,0,,,
27771469,,,,,,,0,,,
27609602,,,,,,,0,,,
27267408,,,,,,,0,,,
27785334,,,,,,,0,,,
27766173,,,,,,,0,,,
27706050,,,,,,,0,,,
27329814,,,,,,,0,,,
27279703,,,,,,,0,,,
27103389,,,,,,,0,,,
26859680,,,,,,,0,,,
26705570,,,,,,,0,,,
26627650,,,,,,,0,,,
26513744,,,,,,,0,,,
26476644,,,,,,,0,,,
26417371,,,,,,,0,,,
26371472,,,,,,,0,,,
26284355,,,,,,,0,,,
26185587,,,,,,,0,,,
26170700,,,,,,,0,,,
26132162,,,,,,,0,,,
25850012,,,,,,,0,,,
25636189,,,,,,,0,,,
25527377,,,,,,,0,,,
25496470,,,,,,,0,,,
25476546,,,,,,,0,,,
25456061,,,,,,,0,,,
25342913,,,,,,,0,,,
25108218,,,,,,,0,,,
24940325,,,,,,,0,,,
24529598,,,,,,,0,,,
24475038,,,,,,,0,,,
24255734,,,,,,,0,,,
23987523,,,,,,,0,,,
23892470,,,,,,,0,,,
23757898,,,,,,,0,,,
23678633,,,,,,,0,,,
23603682,,,,,,,,,0,
23542644,,,,,,,,,0,
27398386,,,,,,,,,0,
22947199,,,,,,,,,0,
22889301,,,,,,,,,0,
22711425,,,,,,,,0,,
22528650,,,,,,,,0,,
22378276,,,,,,,,0,,
22166569,,,,,,,,0,,
22101821,,,,,,,,0,,
21821769,,,,,,,,0,,
21735366,,,,,,,,0,,
21649583,,,,,,,,2,,
21314918,,,,,,,,0,,
20941575,,,,,,,,0,,
20657474,,,,,,,,0,,
20494603,,,,,,,,0,,
20195658,,,,,,,,0,,
20118380,,,,,,,,0,,
19965768,,,,,,,,0,,
19828742,,,,,,,,0,,
19813285,,,,,,,,0,,
19786085,,,,,,,,0,,
19783626,,,,,,,,0,,
19474486,,,,,,,,0,,
19342675,,,,,,,,0,,
19241523,,,,,,,,0,,
18815415,,,,,,,,0,,
18669265,,,,,,,,0,,
18466092,,,,,,,,0,,
18329005,,,,,,,,0,,
18178251,,,,,,,,0,,
18061461,,,,,,,,0,,
18034499,,,,,,,,0,,
17869216,,,,,,,,0,,
17597075,,,,,,,,0,,
17346177,,,,,,,,0,,
17323431,,,,,,,,0,,
17085766,,,,,,,,0,,
16854068,,,,,,,,0,,
16620788,,,,,,,,0,,
16546999,,,,,,,,0,,
16482346,,,,,,,,0,,
15733366,,,,,,,,0,,
15638157,,,,,,,,0,,
15578853,,,,,,,,0,,
15516577,,,,,,,,0,,
15283232,,,,,,,,No Abstract,,
15207808,,,,,,,,0,,
15162538,,,,,,,,0,,
14594827,,,,,,,,0,,
14504694,,,,,,,,0,,
12923257,,,,,,,,0,,
12910461,,,,,,,,0,,
12683971,,,,,,,,0,,
12514191,,,,,,,,0,,
12512074,,,,,,,,0,,
11927587,,,,,,,,0,,
11782521,,,,,,,,0,,
11741948,,,,,,,,0,,
11681909,,,,,,,,0,,
11562897,,,,,,,,0,,
11185563,,,,,,,,0,,
10995071,,,,,,,,0,,
10888601,,,,,,,,0,,
10852957,,,,,,,,0,,
10817902,,,,,,,,0,,
10766338,,,,,,,,0,,
10606765,,,,,,,,0,,
9752010,,,,,,,,0,,
9341908,,,,,,,,0,,
9324256,,,,,,,,0,,
9261699,,,,,,,,0,,
9023178,,,,,,,,0,,
9338632,,,,,,,,0,,
9244481,,,,,,,,0,,
8863793,,,,,,,,0,,
8706713,,,,,,,,0,,
8579371,,,,,,,,0,,
8905078,,,,,,,,0,,
7925393,,,,,,,,0,,
8071590,,,,,,,,0,,
8174563,,,,,,,,0,,
8117682,,,,,,,,0,,
8113167,,,,,,,,0,,
8049744,,,,,,,,0,,
8326132,,,,,,,,0,,
8049406,,,,,,,,0,,
1316920,,,,,,,,0,,
1576149,,,,,,,,0,,
2121733,,,,,,,,0,,
2201947,,,,,,,,0,,
2790075,,,,,,,,0,,
2653829,,,,,,,,0,,
2537867,,,,,,,,0,,
2499078,,,,,,,,0,,
3364409,,,,,,,,No Abstract,,
2823880,,,,,,,,0,,
3910083,,,,,,,,0,,
4079296,,,,,,,,No Abstract,,
6390177,,,,,,,,0,,
6466838,,,,,,,,0,,
6195587,,,,,,,,No Abstract,,
6183849,,,,,,,,0,,
7101159,,,,,,,,No Abstract,,
6181313,,,,,,,,No Abstract,,
7032603,,,,,,,,0,,
7460901,,,,,,,,,,0
7382362,,,,,,,,,,no abstract
6157322,,,,,,,,,,0
533982,,,,,,,,,,no abstract
103886,,,,,,,,,,0
71172,,,,,,,,,,0
323013,,,,,,,,,,0
68670,,,,,,,,,,no abstract
1023417,,,,,,,,,,no abstract
782606,,,,,,,,,,0
776254,,,,,,,,,,0
785240,,,,,,,,,,0
1092546,,,,,,,,,,0
4141553,,,,,,,,,,no abstract
4571613,,,,,,,,,,0
5747016,,,,,,,,,,no abstract
14238942,,,,,,,,,,no abstract
14011115,,,,,,,,,,no abstract
13594816,,,,,,,,,,no abstract
32451695,,,,,,,,,,0
32200128,,,,,,,,,,0
32033956,,,,,,,,,,0
31858653,,,,,,,,,,0
31712156,,,,,,,,,,0
31680977,,,,,,,,,,0
31507553,,,,,,,,,,0
31330263,,,,,,,,,,0
30552353,,,,,,,,,,0
30540910,,,,,,,,,,0
30327844,,,,,,,,,,0
30197150,,,,,,,,,,0
30071628,,,,,,,,,,0
30007049,,,,,,,,,,0
29753735,,,,,,,,,,0
29593666,,,,,,,,,,0
29507247,,,,,,,,,,1
29479340,,,,,,,,,,0
29316613,,,,,,,,,,0
28607439,,,,,,,,,,0
28389540,,,,,,,,,,0
28279600,,,,,,,,,,0
27562852,,,,,,,,,,0
27667696,,,,,,,,,,0
27208177,,,,,,,,,,0
26986518,,,,,,,,,,0
26582010,,,,,,,,,,0
26103974,,,,,,,,,,0
26091955,,,,,,,,,,0
25982130,,,,,,,,,,0
25909486,,,,,,,,,,0
25886078,,,,,,,,,,0
25729395,,,,,,,,,,0
25635238,,,,,,,,,,0
25428823,,,,,,,,,,0
25037150,,,,,,,,,,0
24671091,,,,,,,,,,0
24613292,,,,,,,,,,0
24007310,,,,,,,,,,0
23952479,,,,,,,,,,0
23589574,,,,,,,,,,0
23466466,,,,,,,,,,0
23382825,,,,,,,,,,0
23231916,,,,,,,,,,0
22855157,,,,,,,,,,0
22137250,,,,,,,,,,0
20876594,,,,,,,,,,0
19965998,,,,,,,,,,0
19675673,,,,,,,,,,0
19038054,,,,,,,,,,0
18794292,,,,,,,,,,0
18758744,,,,,,,,,,0
18486439,,,,,,,,,,0
18441229,,,,,,,,,,0
17600076,,,,,,,,,,0
17384261,,,,,,,,,,0
17383976,,,,,,,,,,0
16552054,,,,,,,,,,0
16363802,,,,,,,,,,0
15922307,,,,,,,,,,0
15914908,,,,,,,,,,0
15712009,,,,,,,,,,0
15687032,,,,,,,,,,0
15485926,,,,,,,,,,0
15028884,,,,,,,,,,0
12959401,,,,,,,,,,0
11571196,,,,,,,,,,0
11124544,,,,,,,,,,0
11034580,,,,,,,,,,0
9744768,,,,,,,,,,0
9731508,,,,,,,,,,0
9729040,,,,,,,,,,0
9650298,,,,,,,,,,0
30856813,,,,,,,,,,0
9345763,,,,,,,,,,0
9250775,,,,,,,,,,0
9108238,,,,,,,,,,0
9142438,,,,,,,,,,0
8858873,,,,,,,,,,0
8764837,,,,,,,,,,0
8621420,,,,,,,,,,0
7593222,,,,,,,,,,0
7590241,,,,,,,,,0,
7547290,,,,,,,,,0,
7541561,,,,,,,,,0,
8055968,,,,,,,,,0,
7913462,,,,,,,,,0,
7953530,,,,,,,,,0,
8136307,,,,,,,,,0,
7901197,,,,,,,,,0,
7684382,,,,,,,,,0,
1429865,,,,,,,,,0,
1360613,,,,,,,,,0,
1314898,,,,,,,,,0,
1370443,,,,,,,,,0,
1660040,,,,,,,,,0,
1682251,,,,,,,,,0,
1840679,,,,,,,,,0,
1680548,,,,,,,,,0,
1655528,,,,,,,,,0,
1706663,,,,,,,,,0,
2174116,,,,,,,,,0,
2229401,,,,,,,,,0,
1978223,,,,,,,,,0,
2139801,,,,,,,,,0,
2112562,,,,,,,,,0,
2155144,,,,,,,,,0,
1983703,,,,,,,,,0,
2680682,,,,,,,,,0,
2558044,,,,,,,,,0,
2796997,,,,,,,,,0,
2471835,,,,,,,,,0,
3066071,,,,,,,0,,,
2458318,,,,,,,0,,,
3141392,,,,,,,0,,,
2456573,,,,,,,0,,,
2970195,,,,,,,0,,,
3501396,,,,,,,0,,,
3326368,,,,,,,0,,,
2891029,,,,,,,0,,,
2873149,,,,,,,0,,,
2873130,,,,,,,0,,,
3515199,,,,,,,0,,,
3455975,,,,,,,0,,,
2469930,,,,,,,0,,,
2415458,,,,,,,0,,,
2992778,,,,,,,0,,,
6151764,,,,,,,0,,,
6206499,,,,,,,0,,,
6206664,,,,,,,0,,,
5484313,,,,,,,no abstract,,,
32295767,,,,,,,0,,,
25194282,,,,,,,0,,,
24875188,,,,,,,0,,,
23720738,,,,,,,0,,,
18711130,,,,,,,0,,,
12480933,,,,,,,0,,,
12060653,,,,,,,0,,,
10751424,,,,,,,0,,,
32858341,,,,,,,0,,,
32103006,,,,,,,0,,,
31818961,,,,,,,0,,,
31636068,,,,,,,0,,,
30962426,,,,,,,0,,,
30888318,,,,,,,0,,,
30687304,,,,,,,0,,,
30536875,,,,,,,0,,,
30381460,,,,,,,0,,,
30255106,,,,,,,0,,,
29809146,,,,,,,0,,,
29559978,,,,,,,0,,,
28638068,,,,,,,0,,,
28514662,,,,,,,0,,,
28165478,,,,,,,0,,,
28145491,,,,,,,0,,,
27824136,,,,,,,0,,,
27754869,,,,,,,0,,,
27580126,,,,,,,0,,,
27497403,,,,,,,0,,,
27260667,,,,,,,0,,,
27219121,,,,,,,0,,,
26662852,,,,,,,0,,,
26544512,,,,,,,0,,,
26458769,,,,,,,0,,,
26414766,,,,,,,0,,,
25719382,,,,,,,0,,,
25456160,,,,,,,0,,,
25431955,,,,,,,0,,,
25113970,,,,,,,0,,,
24950208,,,,,,,0,,,
24882008,,,,,,,0,,,
24442439,,,,,,,0,,,
24038093,,,,,,,0,,,
23758061,,,,,,,0,,,
23589566,,,,,,,0,,,
23455676,,,,,,,0,,,
23334414,,,,,,,0,,,
22457623,,,,,,,0,,,
22174676,,,,,,,0,,,
21430250,,,,,,,0,,,
